put_object,upload_file
6.843388795852661,19.913620233535767
19.096107482910156,8.339839935302734
57.62819266319275,12.268749952316284
40.798344373703,9.95946979522705
22.523329257965088,7.76685643196106
15.51590871810913,12.185811519622803
11.196740865707397,6.735218286514282
7.563757419586182,6.36036229133606
7.548814296722412,7.847548961639404
15.720102310180664,7.214936256408691
16.120230436325073,6.395850419998169
7.557451248168945,6.4370739459991455
18.84360384941101,7.580507755279541
41.50596594810486,7.4440412521362305
15.010685205459595,6.858396053314209
15.604147911071777,9.080930233001709
14.779050350189209,7.0126237869262695
7.786081552505493,9.077798843383789
16.322255849838257,7.3141279220581055
7.782292604446411,8.153024911880493
14.581637144088745,6.501614332199097
7.731367826461792,6.494207382202148
7.43212103843689,9.385002374649048
14.18790578842163,7.0386881828308105
16.5952730178833,7.360140323638916
